dim,cross,time
1000,264,613
1000,265,612
1000,266,613
1000,267,611
1000,268,614
1000,269,614
1000,270,613
1000,271,612
1000,272,647
1000,273,616
1000,274,613
1000,275,647
1000,276,622
1000,277,644
1000,278,651
1000,279,675
1000,280,641
1000,281,639
1000,282,627
1000,283,769
1000,284,618
1000,285,708
1000,286,652
1000,287,620
1000,288,618
1000,289,617
1000,290,615
1000,291,618
1000,292,617
1000,293,626
1000,294,633
1000,295,623
1000,296,622
1000,297,627
1000,298,617
1000,299,616
1000,300,637
1000,301,617
1000,302,637
1000,303,623
1000,304,618
1000,305,618
1000,306,618
1000,307,617
1000,308,617
1000,309,616
1000,310,618
1000,311,616
1000,312,615
1000,313,617
1000,314,618
1000,315,616
1000,316,619
1000,317,617
1000,318,619
1000,319,616
1000,320,617
1000,321,616
1000,322,616
1000,323,616
1000,324,614
1000,325,615
1000,326,618
1000,327,618
1000,328,616
1000,329,615
1000,330,617
1000,331,616
1000,332,616
1000,333,617
1000,334,615
1000,335,618
1000,336,617
1000,337,615
1000,338,615
1000,339,619
1000,340,616
1000,341,614
1000,342,615
1000,343,616
1000,344,615
1000,345,618
1000,346,616
1000,347,616
1000,348,616
1000,349,619
1000,350,616
1000,351,615
1000,352,616
1000,353,615
1000,354,616
1000,355,616
1000,356,615
1000,357,616
1000,358,619
1000,359,616
1000,360,617
1000,361,615
1000,362,616
1000,363,615
1000,364,618
1000,365,618
1000,366,614
1000,367,615
1000,368,646
1000,369,634
1000,370,781
1000,371,618
1000,372,616
1000,373,618
1000,374,767
1000,375,619
1000,376,665
1000,377,663
1000,378,814
1000,379,658
1000,380,636
1000,381,624
1000,382,625
1000,383,628
1000,384,627
1000,385,635
1000,386,623
1000,387,631
1000,388,626
1000,389,635
1000,390,627
1000,391,625
1000,392,630
1000,393,628
1000,394,624
1000,395,624
1000,396,630
1000,397,626
1000,398,671
1000,399,628
1000,400,626
1000,401,625
1000,402,629
1000,403,629
1000,404,626
1000,405,624
1000,406,629
1000,407,628
1000,408,625
1000,409,627
1000,410,626
1000,411,626
1000,412,625
1000,413,625
1000,414,624
1000,415,628
1000,416,626
1000,417,627
1000,418,626
1000,419,626
1000,420,625
1000,421,628
1000,422,626
1000,423,627
1000,424,631
1000,425,627
1000,426,628
1000,427,625
1000,428,623
1000,429,624
1000,430,623
1000,431,626
1000,432,625
1000,433,623
1000,434,639
1000,435,620
1000,436,619
1000,437,619
1000,438,640
1000,439,615
1000,440,617
1000,441,615
1000,442,615
1000,443,616
1000,444,617
1000,445,615
1000,446,614
1000,447,616
1000,448,615
1000,449,615
1000,450,616
1000,451,616
1000,452,615
1000,453,616
1000,454,613
1000,455,610
1000,456,616
1000,457,634
1000,458,612
1000,459,612
1000,460,614
1000,461,610
1000,462,612
1000,463,650
1000,464,641
1000,465,612
1000,466,612
1000,467,613
1000,468,612
1000,469,613
1000,470,612
1000,471,611
1000,472,613
1000,473,615
1000,474,612
1000,475,610
1000,476,612
1000,477,611
1000,478,613
1000,479,612
1000,480,611
1000,481,611
1000,482,613
1000,483,614
1000,484,611
1000,485,618
1000,486,615
1000,487,612
1000,488,615
1000,489,613
1000,490,613
1000,491,611
1000,492,614
1000,493,613
1000,494,612
1000,495,611
1000,496,613
1000,497,612
1000,498,612
1000,499,612
1000,500,667
